Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1970,1970,100 g/ha,860,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1970,1970,t,84300,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1971,1971,ha,999600,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1971,1971,100 g/ha,721,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1971,1971,t,72100,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1972,1972,ha,920590,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1972,1972,100 g/ha,1565,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1972,1972,t,144079,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1973,1973,ha,832000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1973,1973,100 g/ha,1108,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1973,1973,t,92183,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1974,1974,ha,918800,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1974,1974,100 g/ha,1444,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1974,1974,t,132700,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1975,1975,ha,839300,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1975,1975,100 g/ha,2603,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1975,1975,t,218500,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1976,1976,ha,873400,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1976,1976,100 g/ha,2474,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1976,1976,t,216100,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1977,1977,ha,726300,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1977,1977,100 g/ha,2847,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1977,1977,t,206800,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1978,1978,ha,952440,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1978,1978,100 g/ha,2850,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1978,1978,t,271490,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1979,1979,ha,944400,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1979,1979,100 g/ha,3220,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1979,1979,t,304050,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1980,1980,ha,1105100,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1980,1980,100 g/ha,2410,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1980,1980,t,266300,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1981,1981,ha,1215700,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1981,1981,100 g/ha,2263,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1981,1981,t,275100,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1982,1982,ha,1371668,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1982,1982,100 g/ha,1855,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1982,1982,t,254380,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1983,1983,ha,1549135,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1983,1983,100 g/ha,1572,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1983,1983,t,243526,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1984,1984,ha,1512738,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1984,1984,100 g/ha,1216,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1984,1984,t,183929,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1985,1985,ha,1566269,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1985,1985,100 g/ha,761,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1985,1985,t,119167,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1986,1986,ha,1590541,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1986,1986,100 g/ha,1791,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1986,1986,t,284809,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1987,1987,ha,1790800,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1987,1987,100 g/ha,1126,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1987,1987,t,201636,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1988,1988,ha,1925194,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1988,1988,100 g/ha,1579,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1988,1988,t,303924,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1989,1989,ha,2199838,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1989,1989,100 g/ha,1449,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1989,1989,t,318750,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1990,1990,ha,2585328,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1990,1990,100 g/ha,838,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1990,1990,t,216565,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1991,1991,ha,2871450,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1991,1991,100 g/ha,1331,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1991,1991,t,382200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1992,1992,ha,3906210,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1992,1992,100 g/ha,1033,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1992,1992,t,403450,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1993,1993,ha,3364470,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1993,1993,100 g/ha,487,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1993,1993,t,163920,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1994,1994,ha,2976520,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1994,1994,100 g/ha,1291,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1994,1994,t,384400,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1995,1995,ha,3439112,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1995,1995,100 g/ha,535,X,Figure from international organizations,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1995,1995,t,184062,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1996,1996,ha,3043968,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1996,1996,100 g/ha,973,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1996,1996,t,296294,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1997,1997,ha,3295570,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1997,1997,100 g/ha,593,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1997,1997,t,195572,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1998,1998,ha,3481607,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1998,1998,100 g/ha,1992,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1998,1998,t,693632,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",1999,1999,ha,3793793,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",1999,1999,100 g/ha,1107,E,Estimated value,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",1999,1999,t,420084,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2000,2000,ha,3846277,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2000,2000,100 g/ha,683,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2000,2000,t,262657,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2001,2001,ha,3512464,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2001,2001,100 g/ha,1450,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2001,2001,t,509469,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2002,2002,ha,3845212,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2002,2002,100 g/ha,1701,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2002,2002,t,654232,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2003,2003,ha,4103710,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2003,2003,100 g/ha,1338,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2003,2003,t,549035,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2004,2004,ha,2722186,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2004,2004,100 g/ha,1247,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2004,2004,t,339499,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2005,2005,ha,3464291,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2005,2005,100 g/ha,1692,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2005,2005,t,586078,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2006,2006,ha,4133495,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2006,2006,100 g/ha,1723,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2006,2006,t,712031,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2007,2007,ha,4768138,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2007,2007,100 g/ha,2100,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2007,2007,t,1001139,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2008,2008,ha,5242396,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2008,2008,100 g/ha,2953,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2008,2008,t,1548103,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2009,2009,ha,4156293,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2009,2009,100 g/ha,1895,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2009,2009,t,787472,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2010,2010,ha,5571401,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2010,2010,100 g/ha,3184,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2010,2010,t,1773688,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2011,2011,ha,4645247,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2011,2011,100 g/ha,3378,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2011,2011,t,1569156,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2012,2012,ha,4706789,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2012,2012,100 g/ha,2837,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2012,2012,t,1335521,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2013,2013,ha,5130916,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2013,2013,100 g/ha,3488,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2013,2013,t,1789804,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2014,2014,ha,5325168,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2014,2014,100 g/ha,2992,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2014,2014,t,1593166,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2015,2015,ha,4915110,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2015,2015,100 g/ha,3403,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2015,2015,t,1672741,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2016,2016,ha,5192100,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2016,2016,100 g/ha,3827,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2016,2016,t,1987099.58,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2017,2017,ha,5861227,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2017,2017,100 g/ha,3341,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2017,2017,t,1958149.07,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2018,2018,ha,5889677,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2018,2018,100 g/ha,4035,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2018,2018,t,2376727.46,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2019,2019,ha,5725433,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2019,2019,100 g/ha,4169,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2019,2019,t,2386735.34,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2020,2020,ha,5719499,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2020,2020,100 g/ha,4598,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2020,2020,t,2629772,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2021,2021,ha,5819043,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2021,2021,100 g/ha,2846,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2021,2021,t,1656054,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,1706,"Cow peas, dry",2022,2022,ha,5851214,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,1706,"Cow peas, dry",2022,2022,100 g/ha,4898,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,1706,"Cow peas, dry",2022,2022,t,2865884,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1961,1961,ha,1640100,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1961,1961,100 g/ha,4731,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1961,1961,t,776000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1962,1962,ha,1840000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1962,1962,100 g/ha,5076,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1962,1962,t,934000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1963,1963,ha,1887000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1963,1963,100 g/ha,5146,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1963,1963,t,971000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1964,1964,ha,1777000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1964,1964,100 g/ha,5703,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1964,1964,t,1013400,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1965,1965,ha,1810000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1965,1965,100 g/ha,4362,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1965,1965,t,789500,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1966,1966,ha,1743000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1966,1966,100 g/ha,4830,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1966,1966,t,841800,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1967,1967,ha,1865200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1967,1967,100 g/ha,5362,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1967,1967,t,1000100,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1968,1968,ha,1895200,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1968,1968,100 g/ha,3866,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1968,1968,t,732600,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1969,1969,ha,2271900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1969,1969,100 g/ha,4822,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1969,1969,t,1095400,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1970,1970,ha,2309800,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1970,1970,100 g/ha,3770,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1970,1970,t,870900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1971,1971,ha,2355800,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1971,1971,100 g/ha,4070,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1971,1971,t,958900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1972,1972,ha,2194500,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1972,1972,100 g/ha,4187,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1972,1972,t,918800,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1973,1973,ha,2007700,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1973,1973,100 g/ha,3122,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1973,1973,t,626900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1974,1974,ha,2230000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1974,1974,100 g/ha,3958,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1974,1974,t,882600,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1975,1975,ha,1692900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1975,1975,100 g/ha,3434,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1975,1975,t,581300,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1976,1976,ha,2526900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1976,1976,100 g/ha,4033,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1976,1976,t,1019100,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1977,1977,ha,2728500,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1977,1977,100 g/ha,4143,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1977,1977,t,1130300,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1978,1978,ha,2726700,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1978,1978,100 g/ha,4117,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1978,1978,t,1122600,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1979,1979,ha,2922085,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1979,1979,100 g/ha,4295,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1979,1979,t,1255153,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1980,1980,ha,3072360,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1980,1980,100 g/ha,4438,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1980,1980,t,1363600,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1981,1981,ha,3038000,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1981,1981,100 g/ha,4325,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1981,1981,t,1313900,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1982,1982,ha,3083800,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1982,1982,100 g/ha,4191,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1982,1982,t,1292500,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1983,1983,ha,3135550,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1983,1983,100 g/ha,4182,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1983,1983,t,1311206,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1984,1984,ha,3025695,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1984,1984,100 g/ha,2548,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1984,1984,t,770964,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1985,1985,ha,3168705,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1985,1985,100 g/ha,4577,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1985,1985,t,1450348,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1986,1986,ha,3239487,A,Official figure,
QCL,Crops and livestock products,562,Niger,5419,Yield,118,Millet,1986,1986,100 g/ha,4270,A,Official figure,
QCL,Crops and livestock products,562,Niger,5510,Production,118,Millet,1986,1986,t,1383395,A,Official figure,
QCL,Crops and livestock products,562,Niger,5312,Area harvested,118,Millet,1987,1987,ha,3016720,A,Official figure,
